下第春愁甚 行心道肯难 |Ref:劳君远见招
高楼贺监昔曾登 远梦关中今独入 |Ref:壁上笔踪龙虎腾
积水长天随远客 闻风叠雪逐迷人 |Ref:荒城极浦足寒云
玄冥祝融气或交 手持白羽未敢释 |Ref:手持白羽未敢释
公卿时见赏 独子日从言 |Ref:赐赉难具纪
藏用四履 屈为三分 |Ref:屈道参分
夜来解冻风虽急 更后沈边月欲明 |Ref:不向寒城减一分
灰心闻密行 凝不留留城 |Ref:菜色见羸容
石麟埋没藏春草 南草相翩落夜花 |Ref:铜雀荒凉对暮云
烟尽九峰雪 花逢千国空 |Ref:雨生诸派云
朝云暮雨连天暗 高木平船无马稀 |Ref:神女知来第几峰
树下彼何人 花间不不落 |Ref:不语真吾好
云天愁远别 山路惜相归 |Ref:豺虎拥前程
犹有玉真长命缕 叶逢君劝遭家还 |Ref:樽前时唱缓羁情
野营万里无城郭 雨雨纷秋鸟鸟梁 |Ref:雨雪纷纷连大漠
举杯对月邀诗兴 三酒迎烟清五秋 |Ref:抚景令人豁醉眸
雅望期三入 清情待未归 |Ref:东山未可寻
宫词裁锦段 风鼓出琼舟 |Ref:御笔落银钩
回看桃李都无色 忧忧安因艳水声 |Ref:映得芙蓉不是花
步辇寻丹嶂 天坛出碧云 |Ref:行宫在翠微
楚乡千里路 独客一亲贫 |Ref:君去及良晨
黄叶前朝寺 无僧下殿开 |Ref:无僧寒殿开
已闻抱玉沾衣湿 应见知灵动水灵 |Ref:见说迷途满目流
繁霜作阴起 众草为相归 |Ref:朱火乘夕发
塞门三月犹萧索 纵有垂杨未觉春 |Ref:纵有垂杨未觉春
晴云如擘絮 明帐似飞幽 |Ref:新月似磨镰
论心幸遇同归友 每此平逢却用君 |Ref:揣分惭无辅佐功
缩地黄泉出 登天古草生 |Ref:升天白日飞
春风等君意 不路各相存 |Ref:亦解欺桃李
砖排古砌春苔干 彩笼玉声玉玉清 |Ref:殷勤寄我清明前
上国求丹桂 中年学白芳 |Ref:衡门长绿苔
岂知塞上望乡人 忽向春边生见愁 |Ref:日日双眸滴清血
竟陵西别后 身迹复相深 |Ref:遍地起刀兵
闻道秦时避地人 吾君不解满天者 |Ref:至今不与人通问
歌堂忽暮哭 何水回浮阳 |Ref:贺雀尽惊飞
塔影高群木 钟声称一云 |Ref:江声压暮钟
一茎两茎初似丝 巧声一枝花白雪 |Ref:不妨惊度少年时
两岩虽云牢 万意岂相喧 |Ref:水石互飞发
无因得结香灯社 不为还书相彻秋 |Ref:空向王门玷玉班
大抵著绯宜老大 金成著竹著疏衣 |Ref:莫嫌秋鬓数茎霜
五车外典知谁敌 是是前书大雅同 |Ref:九趣多才恐不如
云栱承跗逦 山路几时频 |Ref:羽葆背花重
许教门馆久踟蹰 客起城门空路隐 |Ref:仲叔怀恩对玉壶
诸谢偏推永嘉守 此春难对伤同诗 |Ref:三何独许水曹郎
床上主人病 官中客有老 |Ref:耳中虚藏鸣
共疑落镜中 山作有心通 |Ref:坐泛红景低
瀑布小更奇 山精古与还 |Ref:潺湲二三尺
疾危必厌神明药 挥道难须剑仙琴 |Ref:心惑多嫌正直言
射策亦何为 故言春云变 |Ref:春卿遂聊辍
野庖荐嘉鱼 寒叶向天眠 |Ref:激涧泛羽觞
后庭一曲从教舞 双发看声苦唱楼 |Ref:舞破江山君未知
红儿若在东家住 肯取应开入处天 |Ref:不得登墙尔许年
野桥经亥市 舟马入僧幽 |Ref:山路过申州
急挥舞破催飞燕 犹能歌红惹御车 |Ref:慢逐歌词弄小娘
少睡知年长 多心满去生 |Ref:端忧觉夜长
悠然千载后 空事一和虚 |Ref:知我揖光尘
何言千里隔 犹梦一人同 |Ref:秋思一时生
灵山顿离众 长鹤谢清骨 |Ref:列宿不多稠
谬因沾舜渥 谁敢生照投 |Ref:长愿奉尧封
郡楼何处望 山树起清波 |Ref:陇笛此时听
巴人缓疏节 东水起丛任 |Ref:楚客弄繁丝
平明别我上山去 上水花人落水声 |Ref:手携金策踏云梯
坐见司空扫西第 看君侍从落花朝 |Ref:看君侍从落花朝
炎月北窗下 玉泉南气间 |Ref:清风期再过
至道非内外 元心无自中 |Ref:讵言才不才
千房万叶一时新 四此春花如处为 |Ref:嫩紫殷红鲜麹尘
诚知忆山水 好日闻水流 |Ref:归得是何年
旅退惭随众 东义贵抱秋 |Ref:孤飞怯向前
禁清馀凤吹 池冷睡龙光 |Ref:池冷睡龙光
暂别瑶墀鸳鹭行 相西玉气飞相人 |Ref:彩旗双引到沅湘
江湖后摇落 郭雨谁前回 |Ref:亦恐岁蹉跎
汉容黄绮为逋客 未唱长弦不欲人 |Ref:尧放巢由作外臣
玄蝉去尽叶黄落 白雁上山山白横 |Ref:一树冬青人未归
孤云不掩兴亡策 自日山山正满时 |Ref:两角曾悬去住心
犹须自惭愧 不得无路非 |Ref:得作白头翁
风从阊阖去 还助凤庭春 |Ref:霜入洞庭飞
躞蹀仙峰下 携珠瑞玉风 |Ref:腾骧渭水湾
举头望君门 入舞如我家 |Ref:屈指取公卿
御史坐言事 论家天笑狂 |Ref:作吏府中尘
远思驻江帆 归行向海思 |Ref:暮时结春霭
乘兴宜投辖 来心好倒书 |Ref:邀欢莫避骢
不是我公重葺理 平丹君不推三光 |Ref:至今犹是一堆灰
鱼沉荷叶露 蝉散竹叶深 |Ref:鸟散竹林风
山林太寂寞 隐起自相回 |Ref:朝阙空喧烦
逸气竟莫展 高高远江溪 |Ref:英图俄夭伤
妄识皆心累 喧流不色空 |Ref:浮生定死媒
箧中缄圣札 夜手见朝别 |Ref:岩下揖神君
素友俱薄世 在庐忽重成 |Ref:屡招清景赏
恋恩何敢死 离路未从尧 |Ref:垂泪对清湘
况是干苗结子疏 部游威思此依目 |Ref:归时只得藜羹糁
欲问师何之 呜心心不之 |Ref:忽与我相别
肺肠无处说 风泪何何谁 |Ref:一为启聪明
疏叶稍为投饵钓 诸溪元可向前琴 |Ref:密丛还碍采莲舟
常恐百虫秋 主我一草歇 |Ref:使我芳草歇
古调虽自爱 今人多不弹 |Ref:今人多不弹
败桐方委爨 清室先伤霜 |Ref:冤匣正冲霄
偷钓侯家池上雨 戏云莲花树中月 |Ref:醉吟隋寺日沈钟
水浅舟且迟 水岸岸不时 |Ref:淮潮至何处
谪居投瘴疠 难在近门泽 |Ref:离思过湘沅
我也不辞与你判 我邻狂醉嫩醉声 |Ref:笑杀门前著靴汉
亭亭乍干云 一复初鲜雪 |Ref:袅袅亦垂地
境空宜入梦 郭路自逢襟 |Ref:藤古不留春
有兴时添酒 忧情自在弦 |Ref:无聊懒整冠
圣德便应同险固 报心堪古共平湘 |Ref:人心自不向忠贞
池光摇水雾 水气乱山烟 |Ref:灯色连松月
莫怪阑干湿 风宵醉被空 |Ref:夜宿来
为言肯共留连饮 好有山情止<unk>喝 |Ref:涧有青芹罟有鱼
冷立千年鹤 高栖五处鸣 |Ref:闲烧六一炉
苦雨初入梅 深寒半发花 |Ref:瘴云稍含毒
东海穷诗客 西山旧气人 |Ref:西风古驿亭
有女诚为累 胡人在在通 |Ref:无儿岂免怜
远水清风落 高舟白日生 |Ref:闲云别院通
一半走来争跪拜 连杯手月似烟起 |Ref:上棚先谢得头筹
美人荷裙芙蓉妆 尽风出钗独趁道 |Ref:柔荑萦雾棹龙航
雕盘贺喜开瑶席 暂得传华风风起 |Ref:彩笔题诗出锁闱
阴壑生虚籁 寒花入寒川 |Ref:月林散清影
惆怅一年春又去 却花花水路苍青 |Ref:碧云芳草两依依
绕绕时萦蝶 无栖或见才 |Ref:关关乍引禽
绕墙全剥粉 窥竹不成江 |Ref:傍井渐消银
循涯不知浅 此日不春春 |Ref:见底似非深
幸得来观荐 言身出漏贤 |Ref:灵台一小生
双蛾解珮啼相送 不是行家迷花来 |Ref:五马鸣珂笑却回
困学违从众 君君去未还 |Ref:明公各勉旃
铜炉华烛烛增辉 来为长人露自衣 |Ref:初弹渌水后楚妃
相思无终极 居行有天州 |Ref:肠断朗江猿
高兴每论诗 诗谢长见大 |Ref:非才独见推
挂席从古路 临山上古城 |Ref:长风起广津
连年收科第 携丞入山极 |Ref:若摘颔底髭
胡麻作饭琼作浆 天旗人日花剑去 |Ref:素书一帙在柏床
乞食羞孤凤 为衣游独游 |Ref:无衣羡八蚕
飒飒松上吹 清然石下尘 |Ref:泛泛花间露
岁暮阴阳催短景 日分风木待寒风 |Ref:天涯霜雪霁寒宵
且当放怀去 为事为为愁 |Ref:行行没馀齿
仆射陂西想到时 逢时越北邻东色 |Ref:满川晴色见旌旗
怜君更去三千里 醉有人来一九边 |Ref:落日青山江上看
二月冰雪深 五水红自浅 |Ref:死尽万木身
我愿荐先生 时年奉自隔 |Ref:左右辅司牧
向日开柴户 经人看石流 |Ref:惊秋问敝袍
得地风尘隔 归天不想长 |Ref:依林雨露偏
朝暮无日时 夕人有不处 |Ref:我且八九旋
号呼久乃至 星上传得惊 |Ref:夜济十里黄
画里青鸾客 书枝白鸟马 |Ref:云中碧玉箫
独坐嗟远游 长谣见相游 |Ref:登岸望孤洲
软非因醉都无力 清欲还愁音得心 |Ref:凝不成歌亦自愁
火德道将亨 从穷戎以知 |Ref:夜逢蛇母哭
湘江二月春水平 满月香风宜夜行 |Ref:满月和风宜夜行
贫中惟是长年华 上下天游在上归 |Ref:每羡君行自叹嗟
日晚斗鸡还 秋迟狭斜看 |Ref:经过狭斜看
推演中都术 传传外赋迟 |Ref:旋参河尹声
衔泥秽污珊瑚枕 三海行时湿衣来 |Ref:不得梁间更垒巢
借问池台主 非为长不谁 |Ref:多居要路津
族类恣饮啖 花当有归汤 |Ref:强力无亲疏
武乡传阵法 遥是振边根 |Ref:践土主文盟
何人知此计 东老有相山 |Ref:复议出长安
虽叹出关远 未人生梦难 |Ref:始知临海趣
位联情易感 心咽兴先家 |Ref:交密痛难裁
逃遁从所尚 归公任旧情 |Ref:萧萧绝尘轨
花将人共笑 还与客俱歌 |Ref:篱外露繁枝
五月不教炎气入 千道应处玉天深 |Ref:满堂秋色冷龙鳞
苍苍低月半遥城 斜照依风下去出 |Ref:落落疏星满太清
篱崩瓜豆蔓 圃坏牛羊迹 |Ref:圃壤牛羊迹
小山压大山 幽望与长泉 |Ref:大山全无力
未刈蚩尤旗 何心一作衣 |Ref:方同轩后年
子细推寻著 贤文饮不轻 |Ref:茫然一场愁
离魂断续楚江壖 叶坠初红十月天 |Ref:叶坠初红十月天
菜田初起烧 荷树度来来 |Ref:兰野正开防
政乱皆因乱 恩平不自回 |Ref:安人必藉仁
郁郁被庆云 盈悠出天云 |Ref:昭昭翼太阳
欲寄征衣问消息 东随身草信间坤 |Ref:居延城外又移军
潘岳赋中芳思在 谁能犹上白京人 |Ref:陶潜篱下绿英无
在处饶山水 何人多酒情 |Ref:堪行慰所心
风水如见资 月入山思引 |Ref:投竿佐皇极
静濯明妆有所奉 羞呈暗复愁时时 |Ref:顾我未肯置齿牙
还归非无指 明行有有回 |Ref:灞渭扬春澌
且逐新人殊未归 还将青去今金影 |Ref:还令秋至夜霜飞
衡门亦无路 况去有烟中 |Ref:何况入西秦
促膝齐荣贱 回头已所娱 |Ref:差肩次后先
十姓胡中第六胡 也曾金阙掌洪炉 |Ref:文章官职胜崔卢
东门垂柳长 回首独花穷 |Ref:回首独心伤
烟水五湖如有伴 酒声飞上似长稀 |Ref:犹应堪作钓鱼翁
日入信陵宾馆静 山门出有几书须 |Ref:赠君闲步月明中
城郭喧喧争送远 稻亭村寂属忘清 |Ref:危梁袅袅渡东津
最是一年春好处 无须百月白楼时 |Ref:绝胜烟柳满皇都
格居第一品 句忘能携盈 |Ref:高步凌前躅
天人一夜剪瑛琭 取水无多为一泥 |Ref:诘旦都成六出花
苦境万般君莫问 过春山马在似愁 |Ref:自怜方寸本来虚
烟霞霄外静 泛月海中吟 |Ref:草露月中繁
千里潺湲建溪路 知知人惨忆师门 |Ref:梦魂一夕西归去
忆昔羁贫应举年 子年身事已贫车 |Ref:脱衣典酒曲江边
万古云山同白骨 酒看谒上共黄衣 |Ref:一庭花木自青春
因忆莓苔峰 真然幽中望 |Ref:初阳濯玄发
灵境不可状 翻情无在容 |Ref:鬼工谅难求
不知叠嶂重霞里 安雨孤门见半天 |Ref:更有何人度石桥
少年欢醉后 中岁少时时 |Ref:只恐苦相留
玉杯分湛露 宝曲起光风 |Ref:金勒借追风
空怀寿街吏 更是何海从 |Ref:尚隔寝门朝
春去一年春又尽 江边四里不经春 |Ref:几回空上望江桥
酒酣出送我 诗酒入行行 |Ref:风雪黄河北
太华峰前是故乡 几辞仙上为无乡 |Ref:路人遥指读书堂
深井桐乌起 尚复牵清水 |Ref:尚复牵情水
奚寇西北来 高旗送回然 |Ref:挥霍如天翻
耿耿离幽谷 迎蛾入草扉 |Ref:悠悠望瓯越
元戎阃外略 居子幄中筹 |Ref:才子握中筹
千营万队连旌旗 望之如火忽电驰 |Ref:望之如火忽雷驰
三伏草木变 万载松户成 |Ref:九城车马烦
行人遥起广陵思 林云落月到更空 |Ref:古渡月明闻棹歌
静者多依猿鸟丛 闲期此见愁年色 |Ref:衡门野色四郊通
应过数粒食 空来一花别 |Ref:得近四知金
世途行处见 应事望无君 |Ref:人事病来疏
更对雪楼君爱否 雁和尘处一玄丘 |Ref:红栏碧甃点银泥
君王一顾盼 为作两家光 |Ref:选色献蛾眉
不见园花兼巷柳 南中红酒更愁开 |Ref:马头惟有月团团
遭其丰凶 自甚忧周 |Ref:概敛无二
遑遑爱名人 身将多天片 |Ref:几何能贵达
谷鸟晚仍啼 归风愁已愁 |Ref:洞花秋不落
誓将覆宫泽 用与缨恩生 |Ref:安此真与神
禁城千品烛 黄道一轮孤 |Ref:黄道一轮孤
卧君山窗下 埋我清前斑 |Ref:山鸟与我言
况当垂老岁 未得近化化 |Ref:所要无多物
城柳宫槐谩摇落 客风已是暗风飞 |Ref:悲愁不到贵人心
小劫不逾瞬 吴年已自重 |Ref:大千若在掌
雪厚群山冻 山到四血急 |Ref:蓬飞荒塞秋
家有半菽食 西歌歌金暖 |Ref:身为一囊灰
何言初命卑 未调未君贤 |Ref:且脱风尘吏
慈母忧疾疹 室家念栖莱 |Ref:至家念栖哀
陶公缘绿醑 有酒为朱樱 |Ref:谢傅为苍生
山荚便和幽涧石 洞坛须得亦诗然 |Ref:水芝须带本池泥
白芷汀寒立鹭鸶 蘋风轻翦浪花时 |Ref:蘋风轻剪浪花时
贱子欲适从 生门登牵诗 |Ref:疑误此二柄
吟亭侵坏壁 树水透荒关 |Ref:药院掩空关
落我病枕上 客客在相亲 |Ref:慰此浮恨侵
将名作姓李千里 不得还名君白水 |Ref:将姓作名吴栖梧
百忧攒心起复卧 金衣不是谁灯隔 |Ref:夜长耿耿不可过
七德龙韬开玉帐 千里鼍鼓叠金钲 |Ref:千里鼍鼓叠金钲
云间陆生美且奇 一中江下池林林 |Ref:银章朱绶映金羁
缅慕鼓枻翁 来寻归月客 |Ref:啸咏哺其糟
明当渡京水 欲去当衰索 |Ref:昨晚犹金谷
日暮松声满阶砌 云云见影人枝来 |Ref:不关风雨鹤归来
黄扉晚下禁垣钟 云回深西清殿火 |Ref:归坐南闱山万重
茫茫山下事 何有复为情 |Ref:满眼送流萍
好鸟响丁丁 深山鸣摇虚 |Ref:小溪光汃汃
甲兵未得战 永军将将名 |Ref:降虏来如归
小梅零落雪欺残 金上香花不出出 |Ref:浩荡穷愁岂易宽
山无杀草霜 犹有寒水光 |Ref:水有含沙蜮
相如求一谒 何处自相难 |Ref:词赋远随身
教我泪如霰 天荣心复明 |Ref:嗟君发似丝
风吹雪片似花落 日晓泉前闻月辉 |Ref:月照冰文如镜破
登高形胜出 下入意复归 |Ref:访古令名传
境闲性方谧 诗迹道自平 |Ref:尘远趣皆适
壮士不曾悲 悲即无云期 |Ref:悲即无回期
少赋令才犹强作 贵名长却更不为 |Ref:众医多识不能呼
欢呶寻一声 听后动动事 |Ref:灌注咽群籁
碧凝烟彩入 清发雪青出 |Ref:红是日华流
弦贞五条音 日明生道仙 |Ref:松直百尺心
周礼仍存鲁 天乐亦在王 |Ref:隋师果禅唐
遗我数幅书 名为一仙药 |Ref:继以药物珍
却顾郡斋中 清声清与望 |Ref:寄傲与君同
未知二贤意 便与三不来 |Ref:去矣从所欲
欲问采灵药 知水人道月 |Ref:如何学无生
日暮祖侯吟一声 日上群客指陵声 |Ref:长安竹柏皆枯死
谁怜一片影 来里一边声 |Ref:相失万重云
车舆穿谷口 节雨过城中 |Ref:市井响云间
主人有好怀 一见无清林 |Ref:搴衣留我住
长忆旧山青壁里 竹山新水白村毛 |Ref:绕庵闲伴老僧禅
婉娈自媚好 叶爱不言服 |Ref:几时不见挤
发春念长违 无植情亦正 |Ref:中夏欣再睹
始信郢中人 初怀杜复携 |Ref:乃能歌白雪
汉贪金帛鬻公卿 天贫落酒泛酒衣 |Ref:财赡羸军冀国宁
贾生对文帝 犹有无重之 |Ref:终日犹悲辛
别路千嶂里 无亭一里中 |Ref:诗情暮云端
异方占瑞气 仙稍有秋居 |Ref:干吕见青云
宿雨香潜润 春流水暗通 |Ref:春流水暗通
花经宿雨香难拾 麦度春云落更开 |Ref:莺在豪家语更娇
旧隐同溪远 逢心共夜闻 |Ref:周行隔品遥
长啸三春晚 高欢一里前 |Ref:端居百虑盈
欲识往来频 君容若出道 |Ref:青芜成白路
房房下著珠帘睡 春院双双鸳翅行 |Ref:月过金阶白露多
兴发春塘草 离来长塞船 |Ref:魂交益部刀
教餐有效药 亦以有能己 |Ref:多愧独行僧
月馀因妙算 诗短得新音 |Ref:岁遍自成时
支策门阑邃 轩军空舞仙 |Ref:肩舆羽翮低
任器方圆性终在 有人客<unk>心不怜 |Ref:不妨翻覆落池中
应怜钓台石 不待浮飘竿 |Ref:闲却为浮名
唯向诗中得珠玉 不曾一上满苍幽 |Ref:时时寄到帝乡来
后时谁肯顾 独或庶难泉 |Ref:唯我与君怜
到蕃唯促战 归日不支乡 |Ref:应不肯和亲
还源未化火 始顶尚飞车 |Ref:举国葬全真
风光莫占少年家 岭绿寒中无主人 |Ref:白发殷勤最恋花
梨花开上苑 桂叶下中车 |Ref:游女著罗衣
开园过水到郊居 枕郡清城归有馀 |Ref:共引家童拾野蔬
每期会面初偿约 不老情心欲早言 |Ref:却计论心旧得书
蒲深鸂鶒戏 城树鹧莺醉 |Ref:花暖鹧鸪眠
焉知汉高士 登此不成地 |Ref:莫识越鸱夷
吏部端清鉴 土家仙客闲 |Ref:丞郎肃紫机
又食建业水 晚后不陵闲 |Ref:曾依京口居
来自长陵小市东 珠帘花户对春风 |Ref:蕣华零落瘴江风
却顾海客扬云帆 爱思离船隔乡旗 |Ref:便欲因之向溟渤
醉玩无胜此 吟知有明思 |Ref:狂嘲更让谁
门前两条辙 相别数为<unk> |Ref:何处去不得
银云栉栉瑶殿明 三气洗光不中来 |Ref:宫门掌事报一更
我将辞海水 开欲得山尘 |Ref:濯鳞清冷池
烟水吴都郭 挥公吴草清 |Ref:阊门架碧流
府县同趋昨日事 升沉不改故人情 |Ref:升沉不改故人情
南陌青丝骑 高歌白粉歌 |Ref:东邻红粉妆
小姑归晚红妆浅 犹有从风自里高 |Ref:镜里芙蓉照水鲜
待取天公放恩赦 不消仙气入春成 |Ref:侬家定作湖中客
莫言春尽不惆怅 有日相来不此花 |Ref:自有闲眠到日西
微风和暖日鲜明 春日穷阴半玉彩 |Ref:草色迷人向渭城
翻思南岳上 梦为北林尘 |Ref:欠此白莲香
若访郡人徐孺子 满金门客谢人来 |Ref:应须骑马到沙村
八月洞庭秋 潇湘水上流 |Ref:潇湘水北流
白衣游帝乡 白日日仙城 |Ref:已得事空王
唯见相如宅 君亲生似声 |Ref:蓬门度岁华
秋风动地黄云暮 落发辞天暗叶繁 |Ref:归去嵩阳寻旧师
德以精灵降 谁言化哲传 |Ref:时膺梦寐求
渺渺江陵道 风涛在事回 |Ref:相思远不知
二月韶春半 三官度雪开 |Ref:三空霁景初
芦荻湘江水 荆帆空木木 |Ref:萧萧万里秋
如何溆花发 今来江水流 |Ref:复对游子颜
日华光组练 烟彩彩兰纨 |Ref:风色焰旌旗
