碧水冥空惟鸟飞 青山不见白头飞<eos> |Ref:长天何处云随雨
孤亭临绝岸 一夜入江流<eos><eos><eos> |Ref:猿鸟识幽蹊
名利生愁地 人间不见人<eos><eos><eos> |Ref:贫居岁月移
与我不相见 不知何处期<eos><eos><eos> |Ref:于今四五年
饱以稻粱滋 不知天庭落<eos><eos><eos> |Ref:饰以组绣华
旧知亲友散 今日此长公<eos><eos><eos> |Ref:故园江海空
安存惟恐晚 不得是无情<eos><eos><eos> |Ref:洗雪不论昨
松盖环清韵 松枝照晚光<eos><eos><eos> |Ref:榕根架绿阴
适从东方来 不见东海风<eos><eos><eos> |Ref:又欲谒明主
竟陵西别后 一夜满江风<eos><eos><eos> |Ref:遍地起刀兵
笔头洒起风雷力 衣带轻寒雪带春<eos> |Ref:剑下驱驰造化权
今夕重门启 无人不可知<eos><eos><eos> |Ref:游春得夜芳
氛消夷夏 风动归秦<eos><eos><eos><eos> |Ref:俗臻往古
乃知孤鹤情 不得一一声<eos><eos><eos> |Ref:月露为知音
数载从军似武夫 一年三十一金钱<eos> |Ref:今随戎捷气偏粗
科车遏故气 文章奉三纪<eos><eos><eos> |Ref:侍香传灵氛
吾道谅如斯 不知心不知<eos><eos><eos> |Ref:立身无苟且
蕙带缠腰复野蔬 一书飞盖入天孙<eos> |Ref:一庄水竹数房书
恩爱元是妄 心为王子欺<eos><eos><eos> |Ref:缘合暂为亲
车音想辚辚 天气如可伦<eos><eos><eos> |Ref:不见綦下尘
不愁故国归无日 不觉春风不可知<eos> |Ref:却恨浮名苦有涯
印围水坛净 窗入凤凰秋<eos><eos><eos> |Ref:香护莲衣触
宰嚭一言终杀伍 不知君死不知心<eos> |Ref:大夫七事只须三
况当圣明主 不得为人间<eos><eos><eos> |Ref:岂乏证玉臣
迹就空门退 心随国士传<eos><eos><eos> |Ref:官从画省迁
江云寒不散 江水夜难通<eos><eos><eos> |Ref:庭雪夜方深
洗嫧讴谣合 飞云入塞东<eos><eos><eos> |Ref:开襟眺听偏
渠水红繁拥御墙 玉钗红袖连落妆<eos> |Ref:风娇小叶学娥妆
灵盘浸沆瀣 清鼓凌苍苍<eos><eos><eos> |Ref:龙首映储胥
残虹挂陕北 远雁凌云流<eos><eos><eos> |Ref:急雨过关西
白沙亭上逢吴叟 白首山山春不归<eos> |Ref:爱客脱衣且沽酒
西塞山高截九垓 东阳山水入清辉<eos> |Ref:谶谣终日自相催
腰下宝玦青珊瑚 一杯红粉罗罗裙<eos> |Ref:可怜王孙泣路隅
林空色暝莺先到 水起寒声鸟不归<eos> |Ref:春浅香寒蝶未游
倚棹逢春老 归帆入北山<eos><eos><eos> |Ref:登筵见月生
三秋病起见新雁 一片风风无一声<eos> |Ref:八月夜长思旧居
春光看欲暮 春去不相逢<eos><eos><eos> |Ref:天泽恋无穷
巨塔列名题 天涯不可寻<eos><eos><eos> |Ref:诗心亦罕齐
云明天岭高 日暮天涯远<eos><eos><eos> |Ref:刺郡辍仙曹
光风转蕙百馀里 寒雨落落花中丝<eos> |Ref:暖雾驱云扑天地
膏销骨尽烟火死 不知不得无人事<eos> |Ref:长安城中贼毛起
探花尝酒多先到 看酒看花不可闻<eos> |Ref:拜表行香尽不知
老至居人下 贫知旧道身<eos><eos><eos> |Ref:春归在客先
知子尘喧久 无人不可知<eos><eos><eos> |Ref:暂可散烦缨
夜色迷双树 春风入一峰<eos><eos><eos> |Ref:钟声警四邻
力排南山三壮士 心在天河千万里<eos> |Ref:齐相杀之费二桃
林间扫石安棋局 山上清风入钓矶<eos> |Ref:岩下分泉递酒杯
莫言罗带春无主 不得金盘入白云<eos> |Ref:自置楼来属白家
塞色侵三县 天声入九州<eos><eos><eos> |Ref:河声聒两衙
吾闻聪明主 不得天子知<eos><eos><eos> |Ref:治国用轻刑
介胄辞前殿 兵图入远城<eos><eos><eos> |Ref:壶觞宿左营
闲园多芳草 一日无不知<eos><eos><eos> |Ref:春夏香靡靡
我本邯郸士 不得为我郎<eos><eos><eos> |Ref:祇役死河湄
共看玉蟾三皎洁 不知青水一天秋<eos> |Ref:独悬金锡一玲珑
官闲人事少 身远道心多<eos><eos><eos> |Ref:年长道情多
夜然烧汞火 春起入春山<eos><eos><eos> |Ref:朝炼洗金盐
旷野多白骨 清凉动青石<eos><eos><eos> |Ref:幽魂共销铄
滥得进士名 不能为大子<eos><eos><eos> |Ref:才用苦不长
金珠富贵吾家事 玉印无知酒字多<eos> |Ref:常渴佳期乃寂寥
玉管箫声合 金钩晓月开<eos><eos><eos> |Ref:金杯酒色殷
旧馆何人宅 新年一白云<eos><eos><eos> |Ref:空山远客坟
从有西征思 相思一夜归<eos><eos><eos> |Ref:园林懒闭关
谢公自有东山妓 不得春风不得来<eos> |Ref:金屏笑坐如花人
武乡传阵法 天事在天涯<eos><eos><eos> |Ref:践土主文盟
仙人不见我 不见一年生<eos><eos><eos> |Ref:明月空相知
楚风轻似蜀 吴月晓连秦<eos><eos><eos> |Ref:巴地湿如吴
薄游京都日 长望天地烟<eos><eos><eos> |Ref:遥羡稽山名
影摇江汉路 声落楚城春<eos><eos><eos> |Ref:思结潇湘天
混俗性灵常乐道 不知何事是天涯<eos> |Ref:出尘风格早休粮
迢迢远在青山上 不见春风不可闻<eos> |Ref:山高水阔难容足
来从一叶舟中来 不知一生无所为<eos> |Ref:去向百花桥上去
陶家无炎暑 此地无清风<eos><eos><eos> |Ref:自有林中峰
如何青草里 不见白云人<eos><eos><eos> |Ref:亦有白头翁
莫怪烟中重回首 不知何处是人心<eos> |Ref:酒家青纻一行书
性命君由天 心为君子道<eos><eos><eos> |Ref:安得易其间
积雨向春阴 秋来不可见<eos><eos><eos> |Ref:冥冥独院深
含香五夜客 拂日一年香<eos><eos><eos> |Ref:持赋十年兄
澹师昼睡时 一片无时见<eos><eos><eos> |Ref:声气一何猥
兴来犹杖屦 不得不相逢<eos><eos><eos> |Ref:目断更云沙
晨及曲河驿 暮飞清海城<eos><eos><eos> |Ref:凄然自伤情
顿辔海徒涌 俯天天外喧<eos><eos><eos> |Ref:神人身更长
雪埋妃子貌 风下玉郎人<eos><eos><eos> |Ref:刃断禄儿肠
夜光玉枕栖凤凰 玉钗落落花下风<eos> |Ref:袷罗当门刺纯线
沈牛答云雨 坐食为春老<eos><eos><eos> |Ref:如马戒舟航
徘徊亲交恋 不觉无心机<eos><eos><eos> |Ref:怆悢昆友情
酒报新丰景 诗传出武公<eos><eos><eos> |Ref:琴迎抵峡斜
朝阳半荡漾 夜雨满山楼<eos><eos><eos> |Ref:晃朗天水红
此夕留烟驾 何人见此行<eos><eos><eos> |Ref:何时返玉京
土牛呈岁稔 山凤出王章<eos><eos><eos> |Ref:彩燕表年春
茫茫沙漠广 浩浩天上时<eos><eos><eos> |Ref:渐远赫连城
锦江不识临邛酒 不得无知一一书<eos> |Ref:且免相如渴病归
平生醉与吟 不觉心不知<eos><eos><eos> |Ref:谁是见君心
妙年秉愿逃俗纷 不见青山不知客<eos> |Ref:归卧嵩丘弄白云
荒林寄远居 寒鸟惊清风<eos><eos><eos> |Ref:坐卧见樵渔
夜入楚家烟 春来楚苑来<eos><eos><eos> |Ref:烟中人未眠
梢梢含树影 缭映入庭林<eos><eos><eos> |Ref:郁郁动霞文
江南瘴疠地 不见不相亲<eos><eos><eos> |Ref:逐客无消息
余当从宦日 不得无所为<eos><eos><eos> |Ref:君是弃官时
家声曾与金张辈 不觉春来不得人<eos> |Ref:官署今居何宋间
劝君缓上车 不得为君诗<eos><eos><eos> |Ref:乡里有吾庐
夜发清溪向三峡 春风吹花不可寻<eos> |Ref:思君不见下渝州
小莲娃欲语 一马凤中行<eos><eos><eos> |Ref:幽笋稚相携
不如赠少年 不得不相思<eos><eos><eos> |Ref:回照青丝发
庭前唯有蔷薇在 不得何人不得知<eos> |Ref:花似残妆叶似衣
偶有功名正俗才 不知人事不相亲<eos> |Ref:灵禽何事降瑶台
月营开射圃 风节动雄辰<eos><eos><eos> |Ref:霜旆拂晴霓
罗含吞鸟 不入天台<eos><eos><eos><eos> |Ref:江淹梦笔
明鉴掩尘埃 清声无所思<eos><eos><eos> |Ref:含情照魏台
愁肠断处春何限 不得相逢不可知<eos> |Ref:病眼开时月正圆
开轩竹气静 拂水风风清<eos><eos><eos> |Ref:拂簟蕙风凉
泰尊始献 万里相逢<eos><eos><eos><eos> |Ref:百末重觞
喧喧金石容既缺 不觉夜光时不知<eos> |Ref:肃肃羽驾就行列
妾家非豪门 不得不可知<eos><eos><eos> |Ref:官赋日相追
寒云夜卷霜海空 白云飞落如飞鸿<eos> |Ref:胡风吹天飘塞鸿
潜石齿相锁 清风水风丝<eos><eos><eos> |Ref:沉魂招莫归
柳如丝 花如丝<eos><eos><eos><eos><eos> |Ref:风袅袅
春风正可怜 不见白云人<eos><eos><eos> |Ref:吹映绿窗前
湛露晞尧日 清风入国情<eos><eos><eos> |Ref:熏风入舜弦
为报火宅主 不知不可知<eos><eos><eos> |Ref:露地骑白牛
眇眇孤烟起 悠悠空北风<eos><eos><eos> |Ref:芊芊远树齐
身多疾病思田里 身去无人见海泉<eos> |Ref:邑有流亡愧俸钱
聊应充侍膳 不得长歌吟<eos><eos><eos> |Ref:薄俸继朝餐
掖垣春色自天来 一度青山不可寻<eos> |Ref:红药当阶次第开
森罗万木合 皎皎千峰开<eos><eos><eos> |Ref:属对百花全
日月渐长双凤睡 风风不见五侯归<eos> |Ref:桑田欲变六鳌愁
仆人理车骑 不得出门行<eos><eos><eos> |Ref:西出金光逵
叠嶂隔遥海 孤流生白头<eos><eos><eos> |Ref:当轩写归流
中途息瓶锡 不觉见云霞<eos><eos><eos> |Ref:十载依公卿
雾气渔灯冷 风声鼓鼓深<eos><eos><eos> |Ref:钟声谷寺深
落帆追宿昔 归路不相亲<eos><eos><eos> |Ref:衣褐向真诠
客路何曾定 山山不可寻<eos><eos><eos> |Ref:栖迟欲断魂
有情惟墨客 无道在清音<eos><eos><eos> |Ref:无语是禅家
韩鸟处矰缴 白云飞云生<eos><eos><eos> |Ref:湘鯈在笼罩
背烛共怜深夜月 看花不染落寒风<eos> |Ref:蹋花同惜少年春
一朝改变来 一日无一度<eos><eos><eos> |Ref:止遏不能得
长忆寻师处 春风满树花<eos><eos><eos> |Ref:东林寓泊时
坐见司空扫西第 不知人事不相逢<eos> |Ref:看君侍从落花朝
蹭蹬空数年 不知不可得<eos><eos><eos> |Ref:裴回冀微禄
僻处留田宅 闲居入山时<eos><eos><eos> |Ref:仍才十顷馀
明晨拟回棹 远客不归山<eos><eos><eos> |Ref:乡思恨风波
独思作霖雨 不觉无心力<eos><eos><eos> |Ref:流润及生灵
樵归说逢虎 不得是归来<eos><eos><eos> |Ref:棋罢正留僧
相庭方积玉 不得不成金<eos><eos><eos> |Ref:王度已如金
我徂京师 我以其禋<eos><eos><eos><eos> |Ref:不远其还
清庙万年长血食 白云千里不知时<eos> |Ref:始知明德与天齐
高流缠峻隅 不得为上阙<eos><eos><eos> |Ref:城下缅丘墟
每同沙草发 不觉水流深<eos><eos><eos> |Ref:长共水云连
岂无满头黑 不得无人去<eos><eos><eos> |Ref:念此衰已萌
佩剑冲星聊暂拔 不知高事在秦州<eos> |Ref:匣琴流水自须弹
笋添南阶竹 花入楚乡花<eos><eos><eos> |Ref:日日成清閟
穿林宿古冢 入水生秋鸟<eos><eos><eos> |Ref:踏叶揭空盂
自得曹溪法 无知此事多<eos><eos><eos> |Ref:诸经更不看
土木被丘墟 天生无所适<eos><eos><eos> |Ref:谿路不连通
羽扇扬风暇 金衣拂帐明<eos><eos><eos> |Ref:瑶琴怅别情
不应夸战胜 何处得成天<eos><eos><eos> |Ref:知在檄蛮篇
千朝炼就紫金身 一日新开白雪人<eos> |Ref:乃致全神归返朴
汉将纷纭攻战盈 汉马出行飞羽旌<eos> |Ref:胡寇萧条幽朔清
龙沈剧煮鳞 凤<unk>任<unk><unk><eos><eos><eos> |Ref:牛喘甚焚角
弟兄皆向善 人子不能言<eos><eos><eos> |Ref:天地合相容
失却斑猫儿 何人为得知<eos><eos><eos> |Ref:老鼠围饭瓮
苦竹大于杉 清风无所见<eos><eos><eos> |Ref:白熊卧如马
客心本明黠 人事无所求<eos><eos><eos> |Ref:闻语心已惊
岂不畏憔悴 不为生秋安<eos><eos><eos> |Ref:为功忌中休
嶔岑猛虎场 苍苍不真穴<eos><eos><eos> |Ref:郁结回我首
醉则骑马归 病为为君辞<eos><eos><eos> |Ref:颇遭官长骂
道屈才方振 恩无物气多<eos><eos><eos> |Ref:身闲业始专
一酌发好容 一杯成不成<eos><eos><eos> |Ref:再酌开愁眉
君子之伤 我不不知<eos><eos><eos><eos> |Ref:君子之守
红槿粲庭艳 绿绵花叶繁<eos><eos><eos> |Ref:绿蒲繁渚烟
九门洞启延高论 五岳文拜传行国<eos> |Ref:百辟联行挹大儒
虽无忙事出 不得为心寻<eos><eos><eos> |Ref:还有故人来
幽并少年不敢轻 一声一片天地清<eos> |Ref:虎狼窟里空手行
拜首春郊夕 临歌入夜堂<eos><eos><eos> |Ref:离杯莫向隅
足下复不第 不知何所为<eos><eos><eos> |Ref:家贫寻故人
侧身佐戎幕 不得无人行<eos><eos><eos> |Ref:敛衽事边陲
半夜摇船载内家 一枝无处见青青<eos> |Ref:水门红蜡一行斜
东原归未得 西国别离离<eos><eos><eos> |Ref:荏苒滞江关
大有碧眼胡 不为金地功<eos><eos><eos> |Ref:密拟买将去
夜来省得曾闻处 不见春风一片花<eos> |Ref:万里月明湘水秋
为语前村叟 何由无所思<eos><eos><eos> |Ref:他时寄采樵
青莲香匝东西宇 白首马回行上城<eos> |Ref:日月与僧无尽时
有无双惑遣 无得一为言<eos><eos><eos> |Ref:真俗两缘同
他日初投杼 何人不可知<eos><eos><eos> |Ref:勤王在饮冰
唯馀剑锋在 不得是吾师<eos><eos><eos> |Ref:耿耿气成虹
月入孤舟夜半晴 一枝花落一年春<eos> |Ref:寥寥霜雁两三声
幽花暮落骚人浦 白日秋来鹤上城<eos> |Ref:芳草春深帝子祠
又向夔城去 何人玉辇归<eos><eos><eos> |Ref:知难动旅魂
精灵閟何处 不觉无人识<eos><eos><eos> |Ref:蘋藻奠空祠
高高侵地镜 高阁入人家<eos><eos><eos> |Ref:皎皎彻天津
著处纻衣裂 看人见月看<eos><eos><eos> |Ref:戴次纱帽醭
郊野间长薄 山寒不可知<eos><eos><eos> |Ref:城阙隐凝烟
尧舜与周孔 何由不可知<eos><eos><eos> |Ref:古来称圣贤
来者殊未已 不知不可忘<eos><eos><eos> |Ref:去者不知还
天龙睡坤腹 天地生清净<eos><eos><eos> |Ref:土蚀金鬣绿
红儿若在东家住 不得无人不得来<eos> |Ref:不得登墙尔许年
离鸾别凤今何在 一杯一曲风弦断<eos> |Ref:十二玉楼空更空
燕台下榻玉为人 一日春风空一曲<eos> |Ref:月桂曾输次第春
莎深苔滑地无尘 不得春风不见春<eos> |Ref:竹冷花迟剩驻春
李白应先拜 山高有小图<eos><eos><eos> |Ref:刘祯必自疑
宛作越人言 不知一生心<eos><eos><eos> |Ref:殊乡甘水食
恐是眶睫间 不如出心久<eos><eos><eos> |Ref:掩塞所化成
万龄龟菌等 一发不知迟<eos><eos><eos> |Ref:一死天地平
旧国不得归 春风不可知<eos><eos><eos> |Ref:风尘满阡陌
云水正一望 不知天上春<eos><eos><eos> |Ref:簿书来绕身
危巢末累累 远路有归来<eos><eos><eos> |Ref:隐在栲木花
时节催年春不住 一杯歌舞白云里<eos> |Ref:武陵花谢忆诸郎
白帝城边又相遇 白头一曲无不知<eos> |Ref:敛翼三年不飞去
弱柳风高远漏沈 一声寒起满山风<eos> |Ref:坐来难便息愁吟
氛氲岘首夕 日月楚楼春<eos><eos><eos> |Ref:苍翠剡中秋
出户忽看春雪下 一杯无处有春风<eos> |Ref:六宫齐卷水晶帘
野寺江城近 山山水影深<eos><eos><eos> |Ref:双旌五马过
乡魂坐中去 日月归山深<eos><eos><eos> |Ref:倚壁身如死
长干足风雨 一度满山风<eos><eos><eos> |Ref:遥夜与谁邻
琴书著尽犹嫌少 酒语闲声不觉多<eos> |Ref:松竹栽多亦称贫
玉关芳信断 金榜春来去<eos><eos><eos> |Ref:兰闺锦字新
金羁白面郎 玉烛含清词<eos><eos><eos> |Ref:何处蹋青来
深井桐乌起 空知不可寻<eos><eos><eos> |Ref:尚复牵情水
左挹玉泉液 五人金玉春<eos><eos><eos> |Ref:右搴云芝英
竹外仙亭出 山中月色深<eos><eos><eos> |Ref:花间辇路分
语别惜残夜 不知春夜愁<eos><eos><eos> |Ref:思归愁见春
因寻菖蒲水 不见故人来<eos><eos><eos> |Ref:渐入桃花谷
泽均行苇厚 人居养神平<eos><eos><eos> |Ref:年庆华黍丰
天子未驱策 天恩得为文<eos><eos><eos> |Ref:岁月几沉沦
可怜离别谁家子 不觉何人不可知<eos> |Ref:于此一至情何已
应过数粒食 不得如金茎<eos><eos><eos> |Ref:得近四知金
冠盖西园夜 山风满日春<eos><eos><eos> |Ref:笙歌北里春
杜宇曾为蜀帝王 白云玉剑入金州<eos> |Ref:化禽飞去旧城荒
粥香饧白杏花天 一尺清流红叶落<eos> |Ref:省对流莺坐绮筵
海风吹白鹤 山水动青云<eos><eos><eos> |Ref:沙日晒红螺
岂知名出遍诸夏 不得无人不得来<eos> |Ref:石上栖禅竹影侵
甘从此后支离卧 不得无人不可知<eos> |Ref:赖是从前烂漫游
江句行人吟刻石 江山坐语入花枝<eos> |Ref:月肠是处象登楼
莫辨荆吴地 何人不见龙<eos><eos><eos> |Ref:唯馀水共天
险石俯潭涡 孤流清中远<eos><eos><eos> |Ref:跳湍碍沿溯
美酒易倾尽 新花无限情<eos><eos><eos> |Ref:好诗难卒酬
时泰恩泽溥 不知不能得<eos><eos><eos> |Ref:功成行缀新
谁识匣中宝 不知心不知<eos><eos><eos> |Ref:楚云章句多
何必武陵源上去 不知何处是天州<eos> |Ref:涧边好过落花中
焉知汉高士 不得为君王<eos><eos><eos> |Ref:莫识越鸱夷
十三弄文史 一字为金枢<eos><eos><eos> |Ref:挥笔如振绮
来使黔南日 何由见一杯<eos><eos><eos> |Ref:时应问寂寥
昨日池塘春草生 一枝花下青山春<eos> |Ref:阿连新有好诗成
玉杯分湛露 金殿照轻尘<eos><eos><eos> |Ref:金勒借追风
曷不请扫除 不得天陵书<eos><eos><eos> |Ref:活彼黎与烝
大梁从相公 一身无所为<eos><eos><eos> |Ref:彭城赴仆射
游人甘失路 不见不知人<eos><eos><eos> |Ref:野鹤亦离群
蠹简遗编试一寻 金门玉印不能香<eos> |Ref:寂寥前事似如今
孤生易为感 不觉不相亲<eos><eos><eos> |Ref:失路少所宜
卧恐玉华销 不知风雨长<eos><eos><eos> |Ref:时时推枕望
欲觉闻晨钟 何人闻白雪<eos><eos><eos> |Ref:令人发深省
逢君竹林客 不见白云心<eos><eos><eos> |Ref:相对弄清弦
三开文镜继芳声 一曲风吹落日清<eos> |Ref:暗暗云霄接去程
自怜输厩吏 不得是君来<eos><eos><eos> |Ref:馀暖在香鞯
吴国地遥江接海 楚江云远路无秋<eos> |Ref:汉陵魂断草连天
虽在春风里 何由不可知<eos><eos><eos> |Ref:犹从芳草间
争知司马夫人妒 不得无人不得来<eos> |Ref:移到庭前便不开
脆叶欺门柳 香花入户庭<eos><eos><eos> |Ref:狂花笑院梅
笠象胤明双不见 山枝一语不相逢<eos> |Ref:线源分派寸难寻
谢公城畔溪惊梦 楚水东西日暮春<eos> |Ref:苏小门前柳拂头
安危皆报国 归路不归人<eos><eos><eos> |Ref:文武不缘名
折桂愧巍峨 为君不可成<eos><eos><eos> |Ref:依莲何气味
椒兰争妒忌 不得是公孙<eos><eos><eos> |Ref:绛灌共谗谄
性静拟归无上士 心深不得不知君<eos> |Ref:迹疏常负有情人
风吹柳花满店香 月照江山落花落<eos> |Ref:吴姬压酒唤客尝
云是昆仑山顶石 风风天下雁来云<eos> |Ref:海风吹落洞庭湖
谩为楚客蹉跎过 不见胡山白首来<eos> |Ref:却是边鸿的当来
何当桂枝擢 不见酒家归<eos><eos><eos> |Ref:还及柳条新
前主为将相 不知不能得<eos><eos><eos> |Ref:得罪窜巴庸
千根池底藕 万里水中灯<eos><eos><eos> |Ref:一朵火中花
文彩承殊渥 文台出上楼<eos><eos><eos> |Ref:流传必绝伦
直望清波里 空来白日生<eos><eos><eos> |Ref:唯馀落日光
入室少情意 无人无所思<eos><eos><eos> |Ref:出门多路岐
我独全生异此辈 不知不得无人事<eos> |Ref:顺时荣落不相背
触目牵伤感 无心梦不知<eos><eos><eos> |Ref:将行又驻留
