除却醉来开口笑 不知相见一年年<eos> |Ref:世间何事更关身
诗人多峭冷 山深古木新<eos><eos><eos> |Ref:如水在胸臆
见我形憔悴 空江色翠葱<eos><eos><eos> |Ref:劝药语丁宁
林间莺欲啭 春色雁还惊<eos><eos><eos> |Ref:花下蝶微飘
壮心不肯已 不得老无期<eos><eos><eos> |Ref:欲得东擒胡
明发作此事 不得为相思<eos><eos><eos> |Ref:岂复甘趋驰
赖有瑶华赠 何人慰此心<eos><eos><eos> |Ref:清吟愈病身
人事还如此 何人不得游<eos><eos><eos> |Ref:因知倚伏情
交朋颇窥观 不知何处并<eos><eos><eos> |Ref:谓是丹穴物
竹风山上路 不见不相识<eos><eos><eos> |Ref:沙月水中洲
翻然远求友 不是此中泉<eos><eos><eos> |Ref:岂独双归林
猎逢韩嫣骑 不得王姻束<eos><eos><eos> |Ref:树识馆陶园
内人试取御衣牵 不见秦皇不是来<eos> |Ref:啄手暝声不许前
在晦不绝俗 不得不相亲<eos><eos><eos> |Ref:处乱不为亲
岸柳开新叶 春风发故枝<eos><eos><eos> |Ref:庭梅落早花
红颜怆为别 不知心与神<eos><eos><eos> |Ref:白发始相逢
归到双溪桥北寺 一年为酒一千山<eos> |Ref:乡僧争就学威仪
非关无烛罢 一夜醉来还<eos><eos><eos> |Ref:良为羁思催
旨异菁为蓄 玉能子勿迍<eos><eos><eos> |Ref:甘非蔗有浆
会须将入深山去 不得文章不得时<eos> |Ref:倚看云泉作老夫
可怜户外桃兼李 今是青山画乙书<eos> |Ref:仲蔚蓬蒿奈尔何
汹疑云涛翻 天边山水濆<eos><eos><eos> |Ref:飒若鬼神趋
向日分千笑 清风入一芳<eos><eos><eos> |Ref:迎风共一香
丹青公旧物 不是此年年<eos><eos><eos> |Ref:一为变蚩妍
闾里苍苔水 风流白露深<eos><eos><eos> |Ref:虚空瀑布冰
前年万里别 何处是长安<eos><eos><eos> |Ref:昨日一封书
遥闻秋兴作 何必白云端<eos><eos><eos> |Ref:言是晋中郎
张范唯通梦 山头不见归<eos><eos><eos> |Ref:求羊永绝踪
羞多转面语 不觉江边急<eos><eos><eos> |Ref:妒极定睛看
早花随处发 花叶向时低<eos><eos><eos> |Ref:春鸟异方啼
明日早花应更好 不堪清景有伤风<eos> |Ref:心期同醉卯时杯
战龙苍海外 云水一山东<eos><eos><eos> |Ref:平地血浮船
过半黑头死 不知何所弃<eos><eos><eos> |Ref:阴虫食枯骴
石宫春云白 山中日暮青<eos><eos><eos> |Ref:白云宜苍苔
玉干百馀茎 春生千万叶<eos><eos><eos> |Ref:生君此堂侧
江楼新咏发 春思旧芳菲<eos><eos><eos> |Ref:应与政声传
甘贫辞聘币 别梦暮荒陂<eos><eos><eos> |Ref:依选受官资
预惭岁酒难先饮 一向时多不是新<eos> |Ref:更对乡傩羡小儿
外有适意物 不得为君欢<eos><eos><eos> |Ref:中无系心事
宅院小墙庳 不见长望望<eos><eos><eos> |Ref:坊门帖榜迟
郭内青山寺 闲吟一醉眠<eos><eos><eos> |Ref:难论此崛奇
知君志不小 不得道者存<eos><eos><eos> |Ref:一举凌鸿鹄
影断风天月 天涯海上归<eos><eos><eos> |Ref:声孤荻岸霜
寻知世界都如梦 不觉空空独梦中<eos> |Ref:自喜身心甚不忙
绵蛮黄鸟不堪听 一夜哀弦声不足<eos> |Ref:触目离愁怕酒醒
哀哉百年内 不得不相逢<eos><eos><eos> |Ref:肠断忆咸京
鹊血雕弓湿未干 燕惊犹自射胡雷<eos> |Ref:鸊鹈新淬剑光寒
苍苍茂陵树 春起楚人城<eos><eos><eos> |Ref:足以戒人间
早秋惊落叶 落日落寒山<eos><eos><eos> |Ref:飘零似客心
碧池涵剑彩 春色动罗香<eos><eos><eos> |Ref:宝刹摇星影
柳絮拥堤添衲软 花花犹叶带轻轻<eos> |Ref:松花浮水注瓶香
农夫税多长辛苦 纵隐无知道不全<eos> |Ref:弃业长为贩宝翁
却出关东悲复喜 不知心事此心违<eos> |Ref:归寻弟妹别仁兄
带箭君前诉 何人不得知<eos><eos><eos> |Ref:君王悄不欢
中宵废耳目 一月动<unk><unk><eos><eos><eos> |Ref:形静神不役
异夕期新涨 山云思自清<eos><eos><eos> |Ref:携琴却此游
衮职曾无一字补 无因好是与君人<eos> |Ref:许身愧比双南金
黄扉晚下禁垣钟 玉鹤中空碧水通<eos> |Ref:归坐南闱山万重
僧宿石龛残雪在 客思鱼行一字书<eos> |Ref:雁归沙渚夕阳空
一身竟无托 此心心所思<eos><eos><eos> |Ref:远与孤蓬征
早发长风里 何人不可寻<eos><eos><eos> |Ref:边城曙色间
唯当蓬莱阁 高标不可寻<eos><eos><eos> |Ref:灵凤复来仪
衣冠逃犬虏 战马入戎关<eos><eos><eos> |Ref:鼙鼓动渔阳
方舟趁朝谒 归老惜江时<eos><eos><eos> |Ref:观者盈路衢
未得寄征人 何人不相识<eos><eos><eos> |Ref:愁霜复愁露
高高历山 不得不得<eos><eos><eos><eos> |Ref:有黍有粟
兹夕无尘虑 何人得是非<eos><eos><eos> |Ref:高云共片心
虽为赏心遇 不得得无名<eos><eos><eos> |Ref:岂有岩中缘
今朝竹林下 不见青山里<eos><eos><eos> |Ref:莫使桂尊空
独住天台意 何人不得同<eos><eos><eos> |Ref:方从内请还
往来相告报 不是苦光恩<eos><eos><eos> |Ref:县尹与公侯
谁识卧龙客 不觉问江流<eos><eos><eos> |Ref:长吟愁鬓斑
最恨七年春 不得如此乐<eos><eos><eos> |Ref:春来各一处
落拓书剑晚 山鼓夜声残<eos><eos><eos> |Ref:清秋鹰正笼
葬阙官家礼 何人知己名<eos><eos><eos> |Ref:诗残乐府篇
地宽留种竹 山里著枝花<eos><eos><eos> |Ref:泉浅欲开池
何似抡才济川外 清情得得月华团<eos> |Ref:别开池馆待交亲
乱林萤烛暗 不觉一枝寒<eos><eos><eos> |Ref:零露竹风秋
殊俗还多事 何人是旧游<eos><eos><eos> |Ref:方冬变所为
放情任所尚 不敢为与周<eos><eos><eos> |Ref:长揖归山泉
枉教绝世深红色 诗赋高山第一天<eos> |Ref:只向深山僻处开
茶烹松火红 风动雪花雪<eos><eos><eos> |Ref:酒吸荷杯绿
玄英戒序 神仙礼礼<eos><eos><eos><eos> |Ref:黑郊临候
满座他乡别 何人是故乡<eos><eos><eos> |Ref:何年此会同
邑有佳主人 不得君相亲<eos><eos><eos> |Ref:情如已会面
孤拙竟何营 天明不可寻<eos><eos><eos> |Ref:徒希折桂名
彩翠仙衣红玉肤 春风起来花相娇<eos> |Ref:轻盈年在破瓜初
数年音信断 不是此心心<eos><eos><eos> |Ref:不意在长安
欢然自此绝 不知心与违<eos><eos><eos> |Ref:心赏何由见
事主来中禁 金舆入一星<eos><eos><eos> |Ref:荣亲上北堂
诏书下柴门 春风满岸开<eos><eos><eos> |Ref:天命敢逡巡
照此月倍苦 不见不相思<eos><eos><eos> |Ref:来兹烟亦孤
明月何处来 不见春风落<eos><eos><eos> |Ref:朦胧在人境
旧迹兰亭在 无因白发生<eos><eos><eos> |Ref:高风桂树香
锦文江一色 不见一年年<eos><eos><eos> |Ref:酒气雨相连
高士例须怜曲蘖 飞行还到落时中<eos> |Ref:丈夫终莫生畦畛
更见峰西幽客说 不知何处到长江<eos> |Ref:云中犹有两三家
回首知音在 何人不可寻<eos><eos><eos> |Ref:因令怅望还
谁能政摇落 不得谢安归<eos><eos><eos> |Ref:繁彩照阶除
赵瑟多愁曲 春风不可闻<eos><eos><eos> |Ref:秦家足艳妆
急声圆转促不断 日已相看花不新<eos> |Ref:轹轹辚辚似珠贯
事系人风重 山寒日月轻<eos><eos><eos> |Ref:官从物论轻
玉关尘卷静 山水水阴深<eos><eos><eos> |Ref:金微路已通
道入难抱心 不得心相思<eos><eos><eos> |Ref:学生易堕踪
路臣何方来 不得不可得<eos><eos><eos> |Ref:去马真如龙
不是我公重葺理 不知诗后是真轻<eos> |Ref:至今犹是一堆灰
椒兰争妒忌 不解嫁儿孙<eos><eos><eos> |Ref:绛灌共谗谄
客卧涪江蘸月厅 酒来时坐满头眠<eos> |Ref:知音唤起进趋生
人过梅岭上 不见故乡春<eos><eos><eos> |Ref:岁岁北风寒
正月金闺里 何人不得来<eos><eos><eos> |Ref:微风绣户间
结庐常占练湖春 行子无因白发翁<eos> |Ref:犹寄藜床与幅巾
不见枝上花 不知心外起<eos><eos><eos> |Ref:昨满今渐稀
周郎陆弟为俦侣 汉道不知君子卿<eos> |Ref:对舞前溪歌白纻
蒸茗气从茅舍出 闲香残尽一花生<eos> |Ref:缲丝声隔竹篱闻
愬武古通作牙爪 才有天明金印花<eos> |Ref:仪曹外郎载笔随
叶稀风更落 山高月正明<eos><eos><eos> |Ref:山迥日初沈
仙家变化谁能测 天古不能不可测<eos> |Ref:只恐洪崖是此身
愿奉唐生诀 何由得有仙<eos><eos><eos> |Ref:将知跃马年
岸草烟铺地 山阴月照波<eos><eos><eos> |Ref:园花雪压枝
不夜楚帆落 江山楚客多<eos><eos><eos> |Ref:避风湘渚间
寒山白云里 不见白云心<eos><eos><eos> |Ref:法侣自招携
值鹤因临水 无人不见山<eos><eos><eos> |Ref:迎僧忽背云
我多吏事君多病 人卧幽房夜似霜<eos> |Ref:寂绝过从又几旬
我心多恻隐 不见有情人<eos><eos><eos> |Ref:顾此两伤悲
客路何曾定 无人不得君<eos><eos><eos> |Ref:栖迟欲断魂
吾弟东山时 不知此中老<eos><eos><eos> |Ref:心尚一何远
扫净豁旷旷 此是心思穷<eos><eos><eos> |Ref:骋遥略苹苹
松际风长在 山高月不高<eos><eos><eos> |Ref:泉中草不衰
吟处美人擎笔砚 酒中新赋献词书<eos> |Ref:行时飞鸟避旌旃
去去走犬归 不知人与道<eos><eos><eos> |Ref:来来坐烹羔
嗟余竟轗轲 万事皆黄昏<eos><eos><eos> |Ref:将老逢艰危
落日无精光 不得有所适<eos><eos><eos> |Ref:哑暝被掣肘
命者道之本 不得心不知<eos><eos><eos> |Ref:死者天之平
白发沧浪上 不见白云期<eos><eos><eos> |Ref:全忘是与非
多生觉悟非关衲 不觉身间不是人<eos> |Ref:一点分明不在灯
沿流辞北渚 云起过南西<eos><eos><eos> |Ref:结缆宿南洲
绿树秦京道 何人问子卿<eos><eos><eos> |Ref:青云洛水桥
适知小阁还斜照 不见花光不似花<eos> |Ref:羡杀乌龙卧锦茵
一片月出海 一生云入天<eos><eos><eos> |Ref:几家人上楼
想应百年后 不得为君知<eos><eos><eos> |Ref:人世更悠悠
僧房云濛濛 天边歌起处<eos><eos><eos> |Ref:夏月寒飕飕
一言却秦围 天地入山深<eos><eos><eos> |Ref:片札降聊城
楚言满邻里 不见不相识<eos><eos><eos> |Ref:雁叫喧池台
三山未有偷桃计 一向天涯叶白丝<eos> |Ref:四海初传问菊名
孤村明夜火 一夜落秋风<eos><eos><eos> |Ref:稚子候归船
雨零感节 万里无人<eos><eos><eos><eos> |Ref:云飞应序
悲啼上车女 不得不相亲<eos><eos><eos> |Ref:骨肉不可分
独吟谁会解 一曲有情哀<eos><eos><eos> |Ref:多病自淹留
良时如飞鸟 何人不得归<eos><eos><eos> |Ref:回掌成故事
神鬼若剜刻 不敢问闲田<eos><eos><eos> |Ref:乾坤真混茫
山回路转不见君 风吹满眼来处啼<eos> |Ref:雪上空留马行处
路远思恐泥 春风动旧颜<eos><eos><eos> |Ref:兴深终不渝
为儒多不达 不是我来名<eos><eos><eos> |Ref:见学请长缨
观文心未衰 不得事空家<eos><eos><eos> |Ref:勿药疾当痊
花开堪折直须折 不似他时来处行<eos> |Ref:莫待无花空折枝
受命出炎海 万里随南山<eos><eos><eos> |Ref:焚香征楚词
定中国 不可得<eos><eos><eos><eos><eos> |Ref:服四方
凭寄狂夫书一纸 不得到后南山看<eos> |Ref:住在成都万里桥
蛮榼出门儿妇去 花窗近壁石窗响<eos> |Ref:乌龙迎路女郎来
持谢爱朋友 不是此流魂<eos><eos><eos> |Ref:寄之仁弟兄
黄鸟渐无声 一枝无一片<eos><eos><eos> |Ref:朱樱新结实
繁华照旄钺 玉舆临海走<eos><eos><eos> |Ref:荣盛对银黄
孤城夕对戍楼闲 独上东南此夜愁<eos> |Ref:回合青冥万仞山
堂上长年客 何人是此身<eos><eos><eos> |Ref:鬓间新有丝
凤扆怜箫曲 清清爱酒醒<eos><eos><eos> |Ref:鸾闺念掌珍
明时无弃才 不得为此期<eos><eos><eos> |Ref:谪去随孤舟
西华有路入中华 一别芳心不可见<eos> |Ref:依约山川认永嘉
姑苏城畔千年木 燕入秦天白日人<eos> |Ref:刻作夫差庙里神
山月松筱下 风吹白云陂<eos><eos><eos> |Ref:月明山景鲜
伫看青鸟入 山上白云来<eos><eos><eos> |Ref:还陟紫云梯
春来点检闲游数 笑得狂情不是夸<eos> |Ref:犹自多于年少人
朝与城阙别 不见楚山春<eos><eos><eos> |Ref:暮同麋鹿归
新正定数随年减 明日还见旧年春<eos> |Ref:浮世惟应百遍新
渴者不思火 一声无定时<eos><eos><eos> |Ref:寒者不求水
商颜多义鸟 不得为君论<eos><eos><eos> |Ref:义鸟实可嗟
淮海多夏雨 一夜无秋至<eos><eos><eos> |Ref:晓来天始晴
彷徨未忍决 不得在乡路<eos><eos><eos> |Ref:绕泽行悲吟
离心与杨柳 不见一时妆<eos><eos><eos> |Ref:临水更依依
平生所娇儿 不得为尔为<eos><eos><eos> |Ref:颜色白胜雪
万户烟侵关令宅 一生风雨到乡山<eos> |Ref:四时云在使君楼
世危肯使依刘表 乞得新餐玳瑁郎<eos> |Ref:山好犹能忆谢公
闻归帝里愁攀送 不得东园看折行<eos> |Ref:知到师门话姓名
去晓长侵月 秋风欲入风<eos><eos><eos> |Ref:归乡动隔春
画明金冉冉 云动雪氛氲<eos><eos><eos> |Ref:筝语玉纤纤
待月夜留烟岛客 谢山时处雪初来<eos> |Ref:忆云闲访翠微僧
故乡此关外 不得不相逢<eos><eos><eos> |Ref:身与名相守
花蝶来未已 一日不相逢<eos><eos><eos> |Ref:山光暖将夕
草市多樵客 何人不见君<eos><eos><eos> |Ref:渔家足水禽
楚客西来过旧居 花开一径几相思<eos> |Ref:读碑寻传见终初
渐觉家山小 山行路不赊<eos><eos><eos> |Ref:残程尚几年
计日霜戈尽敌归 一枝新作五陵居<eos> |Ref:回首戎城空落晖
何处难忘酒 闲来不得书<eos><eos><eos> |Ref:长安喜气新
君有绝艺终身宝 人与浮云作所思<eos> |Ref:方寸巧心通万造
水精夏殿开凉户 风起高窗入月晖<eos> |Ref:冰山绕座犹难御
侧聆天上语 不见不知名<eos><eos><eos> |Ref:下视飞鸟背
世人学舞只是舞 君人不知何所如<eos> |Ref:恣态岂能得如此
山炉瘿节万状火 雪发点点生不除<eos> |Ref:墨突乾衰孤穗烟
涂泥亲杖屦 行人知几时<eos><eos><eos> |Ref:苔藓渍衣襟
离居岁周天 天涯望远游<eos><eos><eos> |Ref:犹作劳歌人
不意薛生携旧律 不知长笑大黄春<eos> |Ref:独开幽谷一枝春
竟夜无客来 不知此山远<eos><eos><eos> |Ref:引杯还自劝
挂帆严子濑 一宿凤京田<eos><eos><eos> |Ref:酹酒敬亭祠
门客家臣义莫俦 君来从日下三昌<eos> |Ref:漆身吞炭不能休
鱼龙光照像 风雨静生尘<eos><eos><eos> |Ref:风浪影摇灯
一种蛾眉明月夜 一时醉后长安家<eos> |Ref:南宫歌管北宫愁
方婴存殁感 何以为其为<eos><eos><eos> |Ref:岂暇林泉适
长兄年少曾落托 谁知此道何由许<eos> |Ref:拔剑沙场随卫霍
房房下著珠帘睡 夜门峰锁玄屏团<eos> |Ref:月过金阶白露多
野兴引才子 一旦一夜同<eos><eos><eos> |Ref:独行幽径迟
十载同栖庐岳云 今朝丹盖属真人<eos> |Ref:寒烧枯叶夜论文
请题在茅栋 不得归楼船<eos><eos><eos> |Ref:留坐于石榻
花开满树红 一日见春光<eos><eos><eos> |Ref:花落万枝空
画省香炉违伏枕 病心多得在禅堂<eos> |Ref:山楼粉堞隐悲笳
故人日已远 此心何所求<eos><eos><eos> |Ref:身事与谁论
书幌飘全湿 风光动早寒<eos><eos><eos> |Ref:茶铛入旋融
每带云霞色 风流江水声<eos><eos><eos> |Ref:时闻箫管声
大漠横万里 万里望千年<eos><eos><eos> |Ref:萧条绝人烟
上皇銮辂重巡游 一里荆门一步流<eos> |Ref:雨泪无言独倚楼
乔木挂斗邑 白日见天津<eos><eos><eos> |Ref:水驿坏门开
漳河湘岸柳关头 天际相逢不敢为<eos> |Ref:离别相逢四十秋
银泥殿里嫌红烛 玉殿朝朝赐彩云<eos> |Ref:教近龙床著火珠
谁能事贞素 不得知所思<eos><eos><eos> |Ref:卧听莎鸡泣
拙宦今何有 无人不得真<eos><eos><eos> |Ref:劳歌念不成
手把新诗说山梦 一时何处到禅关<eos> |Ref:石桥天柱雪霏霏
含辞未及吐 天地正相宜<eos><eos><eos> |Ref:泪落兰丛中
践蹋比尘埃 不知天下意<eos><eos><eos> |Ref:焚烧同稿秸
纤腰不复汉宫宠 白发如红千万茎<eos> |Ref:双蛾长向胡天愁
鳌沈崩巨岸 山石挂流流<eos><eos><eos> |Ref:龙斗出遥空
不动者厚地 不得天地中<eos><eos><eos> |Ref:不息者高天
影随流水急 风急白云深<eos><eos><eos> |Ref:光带落星飞
偏使衣裘润 寒寒带叶香<eos><eos><eos> |Ref:能令枕簟凉
剑埋龙守壤 不得羽衣裳<eos><eos><eos> |Ref:石卧虎司碑
梦啼呜咽觉无语 死者相思不解笑<eos> |Ref:杳杳微微望烟浦
西邻年少问东邻 此行相思在南陌<eos> |Ref:柳岸花堤几处新
毳帐差池见 风吹入竹寒<eos><eos><eos> |Ref:乌旗摇曳前
何当握灵髓 一叶不如蝉<eos><eos><eos> |Ref:高枕绝嚣氛
雪打杉松残 风吹白鸟翅<eos><eos><eos> |Ref:补书书不完
人心但觉闲多少 今日何时酒一沽<eos> |Ref:马足方知倦往来
十载独扃扉 不得一枝并<eos><eos><eos> |Ref:唯为二雅诗
吾皇搜草泽 不得醉青湖<eos><eos><eos> |Ref:争奈谢安何
领得溪风不放回 一生清净作文章<eos> |Ref:傍窗缘砌遍庭栽
一村四十家 不得一人同<eos><eos><eos> |Ref:哭葬无虚月
看云日暮倚松立 不觉闲眠半夜城<eos> |Ref:野水乱鸣僧未归
毛欺皇后发 花落锦初明<eos><eos><eos> |Ref:声感楚姬弦
始自受姓名 不得无君子<eos><eos><eos> |Ref:葳蕤立衣裳
绿苔行屐稳 僧圃饮僧归<eos><eos><eos> |Ref:黄鸟傍窗频
易象家人吉 无为得者翁<eos><eos><eos> |Ref:闺门女士贤
翛翛月下闻 一声声在呼<eos><eos><eos> |Ref:褭褭林际出
故园尽卖休官去 一日相逢不得看<eos> |Ref:潮水秋来空自平
衰柳日萧条 不知长短别<eos><eos><eos> |Ref:秋光清邑里
观生尽入妄 不敢知无情<eos><eos><eos> |Ref:悟有皆成空
一卷旌收千骑虏 一朝谈笑是三时<eos> |Ref:万全身出百重围
更有堪悲处 山来夜夜眠<eos><eos><eos> |Ref:梁城春日斜
奥学群英伏 天涯万事全<eos><eos><eos> |Ref:多才万乘钦
旷怀相对景何限 一雁西山青云中<eos> |Ref:落日乱峰青倚天
千官尽醉犹教坐 一句还成不是君<eos> |Ref:百戏皆呈未放休
帐偃缨垂细复繁 不知心有洞庭春<eos> |Ref:令人心想石家园
阔浮萍思远 山水水流还<eos><eos><eos> |Ref:寒入雁愁长
辛苦日多乐日少 不能一笑归来倾<eos> |Ref:水宿沙行如海鸟
时看镜中月 不见山中月<eos><eos><eos> |Ref:独向衣上落
征帆一流览 清风清风馀<eos><eos><eos> |Ref:宛若巫山阳
知君多病仍中圣 不得将军为子雄<eos> |Ref:尽送寒苞向枕边
卧向巴山落月时 此时何由在时止<eos> |Ref:两乡千里梦相思
怨调慢声如欲语 小人伤泪满衣裳<eos> |Ref:一曲未终日移午
猗猗小艳夹通衢 十二河东海上城<eos> |Ref:晴日熏风笑越姝
荒居无四邻 不见一人道<eos><eos><eos> |Ref:谁肯访来频
相知四十年 不得一时至<eos><eos><eos> |Ref:故国与长安
拜首直城阴 山阴入山静<eos><eos><eos> |Ref:樽开意不任
今来尽是人间梦 不是人间人不知<eos> |Ref:刘阮茫茫何处行
日落浊水中 不得知此情<eos><eos><eos> |Ref:夜光谁能分
群机喧白昼 高阁入长空<eos><eos><eos> |Ref:陆海涨黄埃
后时若有青云望 不是春时不得来<eos> |Ref:何事偏教羽翼摧
谁能解金印 一人开玉琴<eos><eos><eos> |Ref:潇洒共安禅
心朝玉皇帝 不知无所为<eos><eos><eos> |Ref:貌似紫阳人
南浮涨海人何处 一度渔舟日到归<eos> |Ref:北望衡阳雁几群
朝廷未省有遗策 一纸新旗列上开<eos> |Ref:肯不垂意瓶与罍
