沙净有波迹 不深无水声 |Ref:岸平多草烟
祠堂像侔真 此以龙<unk><unk> |Ref:擢玉纡烟鬟
潦倒守三川 动生心一年 |Ref:因循涉四年
浪鷇破便飞 风落不来飞 |Ref:风雏袅相夸
今之洞庭者 何以何无人 |Ref:一以非此选
曙色海边日 春声天里时 |Ref:经声松下僧
秀公今不在 芳我不相归 |Ref:独礼高僧影
岂比直庐丹禁里 玉云金上紫云人 |Ref:九重天近色弥鲜
吟草遍簪绂 禅山多耕琴 |Ref:逸韵合宫商
妄识皆心累 其知无力和 |Ref:浮生定死媒
野烟居舍在 山雨在山归 |Ref:曾约此重过
萤影冲帘落 蛩声入簟开 |Ref:虫声拥砌吟
寺北闻湘浪 亭南见楚风 |Ref:窗南见岳云
何故两相笑 无人不一人 |Ref:俱行譣诐中
五年驯养始堪献 一事不时徒可耕 |Ref:六译语言方得通
迟暮堪帷幄 寒秋自冕裾 |Ref:飘零且钓缗
莫遣是非分作界 古人何是不成天 |Ref:须教吏隐合为心
于今年少尚如此 不是何人何不时 |Ref:历睹远代无伦比
烟渚复烟渚 一山还水阳 |Ref:画屏休画屏
山郡多风雨 江山不有风 |Ref:西楼更萧条
寄名朝士籍 不事朝相期 |Ref:寓兴少年场
应叹旧交游 年年今相游 |Ref:凋零日如此
才离海岛宿江滨 一向江山飞火尘 |Ref:应梦笙歌作近邻
山前邻叟去纷纷 江上人人不不人 |Ref:独强衰羸爱杜门
以此为良策 何来作此言 |Ref:劝君归旧庐
身病多思虑 道病不有情 |Ref:亦读神农经
爣爣皎日 <unk><unk>苍时 |Ref:欻丽于天
我有惆怅词 君君无人时 |Ref:待君醉时说
君见途穷哭 君知日不悲 |Ref:宜忧阮步兵
散彩辉吴甸 临光入楚宫 |Ref:分形压楚关
但知潇洒疏朝市 不见高山入夜楼 |Ref:不要崎岖隐姓名
岸上种莲岂得生 天中积酒不如情 |Ref:池中种槿岂得成
使君虽老颇多思 白日无人不不头 |Ref:携觞领妓处处行
老亲依北海 闲喜到南山 |Ref:贱子弃南荒
烟水五湖如有伴 一山千里不无人 |Ref:犹应堪作钓鱼翁
因忆莓苔峰 高人生相石 |Ref:初阳濯玄发
衣裳好 入相新 |Ref:仪貌恶
树静禽眠草 山寒鸟落苔 |Ref:沙寒鹿过汀
叹息整华冠 从心悲长叹 |Ref:持怀强自欢
丞相当时植 公恩在日开 |Ref:幽襟对此开
有声真汉相 无色自胡王 |Ref:无颣胜隋珠
宿鹭眠洲非旧浦 远人风觜是人城 |Ref:去年沙觜是江心
犹有玉真长命缕 初开金不有成台 |Ref:樽前时唱缓羁情
招提凭高冈 山风日回肩 |Ref:疏散连草莽
提携四黄口 不铲一人人 |Ref:饮乳未尝足
怀仁泪空尽 此客心不长 |Ref:感事情又发
夭桃花清晨 艳柳不清旭 |Ref:游女红粉新
暑气冷衣葛 寒风暗树新 |Ref:暮云催烛灯
幽人饥如何 老我长如足 |Ref:采兰充餱粮
直讶杉松冷 闲知竹石闲 |Ref:兼疑菱荇香
恩垂天语近 心动日人深 |Ref:对久漏声闲
细将朝客说 轻与夜人迎 |Ref:须是邑人谙
一年巴郡守 万日不山人 |Ref:半年南宫郎
不知谁是金銮直 万里中风玉玉名 |Ref:玉宇沉沉夜气清
清高金茎露 风落玉云风 |Ref:正直朱丝弦
月上殊开练 风中不上分 |Ref:云行类动波
端然洁白心 万里清天发 |Ref:可与神明通
荣华能几日 欢日不何年 |Ref:眷属片时亲
地宽留种竹 山落落成花 |Ref:泉浅欲开池
此行三可羡 何此一何人 |Ref:正值倒戈时
地祇谓大灵 天德如无伦 |Ref:女往告其人
萧条司马宅 蔼尽入人人 |Ref:门巷无人过
馀花鸟弄尽 新草蝶飞新 |Ref:新叶虫书遍
分曹幸同简 时事奉为书 |Ref:联骑方惬素
扬袂正北辰 临游不南处 |Ref:开襟揽群雄
数年分散秦吴隔 一日迢萧汉海流 |Ref:暂泊官船浦柳中
侵晓乘凉偶独来 不人发翠无相去 |Ref:不因鱼跃见萍开
危弦音有绝 高水语无声 |Ref:哀玉韵犹虚
一身禅诵苦 一事人相足 |Ref:洒扫古花宫
虚白堂神传好语 不丹殿子入紫银 |Ref:二年长伴独吟时
噪柳鸣槐晚未休 不花闲雨晚花流 |Ref:不知何事爱悲秋
野果垂桥上 山禽落水中 |Ref:高泉落水中
自爱赏心处 何人不一时 |Ref:丛篁流水滨
缣缃工女竭 花暗不人贫 |Ref:青紫使臣纡
塞色侵三县 江声入九邻 |Ref:河声聒两衙
秋色满行路 夜声归归归 |Ref:此时心不闲
月殿移椒壁 天宫出帝门 |Ref:天花代舜华
才到河湾分首去 不知何水水平来 |Ref:散在花间不知处
犹喜深交有支遁 今知不得无无尘 |Ref:时时音信到松房
蠹简遗编试一寻 不生虚地为无人 |Ref:寂寥前事似如今
将军行失势 胡士出相声 |Ref:部曲遂无功
落日独归客 不风不故人 |Ref:空山匹马嘶
落雁低秋塞 寒猿落夜风 |Ref:惊凫起暝湾
早忝诸孙末 今陪在子贤 |Ref:俱从小隐招
故人今在位 归日不相归 |Ref:岐路莫迟回
惆怅良哉辅 朝年不有人 |Ref:锵锵立凤池
岂唯刀机忧 岂以心心叹 |Ref:坐见蝼蚁图
仙境日月外 世心时不中 |Ref:帝乡烟雾中
画省香炉违伏枕 翻将玉月坐明风 |Ref:山楼粉堞隐悲笳
吟披啸卷终无已 日得行心竟不新 |Ref:皎皎渊机破研理
贫舍款宾无别物 闲家愁发有归风 |Ref:止于空战大尊罍
一为栖寓客 不是在归舟 |Ref:二见北归鸿
帝京元巳足繁华 王人相人谒其子 |Ref:细管清弦七贵家
别有倍深知感士 无时长在有渔儿 |Ref:曾经两度得芳枝
情知白日不可私 何人不生不不足 |Ref:一死一生何足算
分久沉荆掾 无来入楚初 |Ref:惭经厕柏台
唯向诗中得珠玉 不知时上为金尘 |Ref:时时寄到帝乡来
蜀路南行 汉水东城 |Ref:燕师北至
东柯遂疏懒 无节见依愁 |Ref:休镊鬓毛斑
古石琅玕姿 日水不清微 |Ref:秘文螭虎形
凡木不敢生 金人无所生 |Ref:神仙聿来托
逝川东去疾 明月北相迟 |Ref:霈泽北来迟
上国求丹桂 中人见白蘋 |Ref:衡门长绿苔
锵金佩玉趋丹陛 落玉箫风入紫墀 |Ref:总是和羹作砺才
分辞皆乱世 何去独归人 |Ref:乐寐蛟螭乡
独步危梯入杳冥 不知何里一人城 |Ref:天风潇洒拂檐楹
欢声殷河岳 霁色接山尘 |Ref:涵荡非烟浮
应律烟云改 高山日不同 |Ref:来仪鸟兽同
但见扑水花 不闻不不人 |Ref:纷纷不知数
自此玄言绝 天人不日长 |Ref:长应闭洞门
触散柳丝回玉勒 书明松叶动金漪 |Ref:约开莲叶上兰舟
曾识云仙至小时 玉云风上不相枝 |Ref:芙蓉头上绾青丝
联诗徵弱絮 留酒忆嘉词 |Ref:思友咏甘蕉
此去如真隐 何来不水游 |Ref:期君试一瓢
可怜俱老大 不得不相群 |Ref:无处用闲钱
不如驱入醉乡中 不似长为知不外 |Ref:只恐醉乡田地窄
百战得功名 三年不可老 |Ref:天兵意气生
为忆故溪千万树 一花春日一三枝 |Ref:几年辜负雪中开
终须执瓶钵 不是过云时 |Ref:相逐入牛头
陇水潺湲陇树黄 关山陇怅不相流 |Ref:征人陇上尽思乡
石枕纹含山里叶 月窗花带水中枝 |Ref:铜瓶口塞井中柴
史笔惟书瑞 公文不赋微 |Ref:天台绝见妖
两鬓已衰时未遇 一心何苦日云心 |Ref:数峰虽在病相撄
匕首空磨事不成 一人不笑不无情 |Ref:误留龙袂待琴声
纶綍有成命 天华无使身 |Ref:旌麾不可攀
帆影连三峡 猿声入九邻 |Ref:猿声在四邻
远山云似盖 高水月如云 |Ref:极浦树如毫
楚材择杞梓 吴乐动灵涓 |Ref:汉苑归骅骝
竟日门长掩 空风路自行 |Ref:相逢草自残
贵重近臣光绮席 一将高客艳朱衣 |Ref:笑怜从事落乌纱
金丹拟驻千年貌 玉玉还来一里香 |Ref:玉指休匀八字眉
先宜知止足 不得在相心 |Ref:次要悟浮休
上将还专席 中军不得尊 |Ref:双旌复出秦
君王分辇坐 天水入江台 |Ref:诸侯拜迎逆
两虎定随千岁鹿 三龙飞入一年人 |Ref:双林添作几株松
料君相轻意 不我无相思 |Ref:知妾无至亲
玲珑玲珑奈老何 风水风下我一人 |Ref:使君歌了汝更歌
荆棘苍苍汉水湄 楚云漠白不相知 |Ref:将坛烟草覆馀基
大哉天地气 不有无人心 |Ref:呼吸有盈虚
送别枯桑下 归君不所人 |Ref:凋叶落半空
画舸轻桡柳色新 醉人春日柳山春 |Ref:摩诃池上醉青春
绿觞春送客 红月夜归人 |Ref:红烛夜回舟
买养驯孔翠 决食富人红 |Ref:远苞树蕉栟
回头寻仙事 回里有人人 |Ref:并是一空虚
阳精欲出阴精落 羽气初来出水流 |Ref:天地包含紫气中
忆昔门馆前 苍然天不年 |Ref:君当童子年
南光走冷圭 北气动清尘 |Ref:北籁号空木
若耶溪傍采莲女 不是西中不酒人 |Ref:笑隔荷花共人语
焉能心怏怏 何是不相愚 |Ref:只是走踆踆
黛润沾新雨 花光染旧风 |Ref:斑明点古苔
缄情未及发 此意无风风 |Ref:先此枉玙璠
此日令人肠欲断 不来无得不无生 |Ref:不堪将入笛中吹
知音兼众语 相色与相人 |Ref:整翮岂多身
明年见亲族 相日见人人 |Ref:尽集在怀中
有兴不愁诗韵险 无风空水酒声平 |Ref:无聊只怕酒杯乾
卢龙霜气冷 金凤水云秋 |Ref:鳷鹊月光寒
应伤汉车骑 日望汉阳人 |Ref:名未勒燕然
东风不为吹愁去 一日春花满月来 |Ref:春日偏能惹恨长
馀香掩阁去 新月满池来 |Ref:迟日看花频
黄扉晚下禁垣钟 紫殿高前侍高月 |Ref:归坐南闱山万重
长鉟周都尉 <unk><unk>汉汉宫 |Ref:闲如秋岭云
蒸裹如千室 时风似一门 |Ref:焦糟幸一柈
鸾步独无侣 凤行多有人 |Ref:鹤音仍寡俦
光华扬盛矣 气气实难然 |Ref:霄汉在兹乎
正垂云梦雨 犹入雪庭天 |Ref:不奈洞庭风
青楼有美人 白月无相尘 |Ref:颜色如玫瑰
珮委腰无力 诗传眼有人 |Ref:冠欹发不胜
水冻频移幕 风寒不避营 |Ref:兵疲数望乡
自然碧洞窥仙境 一见青云是世人 |Ref:何必丹丘是福庭
御史新骢马 东郎旧玉车 |Ref:参军旧紫髯
何必销忧凭外物 何来不得是中年 |Ref:只将清韵敌春醪
我家不背水 我日不为人 |Ref:君身不向越
心唯务鹤静 心不畏僧闲 |Ref:分合与名疏
一朝从捧檄 三夜任乘城 |Ref:千里倦悬旌
公台睦中外 不得生上中 |Ref:墅舍邻西东
巨业照国史 生生不人人 |Ref:大勋镇王府
上马临出门 下马不行色 |Ref:出门复逡巡
积雨向春阴 寒风入日深 |Ref:冥冥独院深
乾清坤夷 介出天河 |Ref:境落褰举
应是烦恼多 不为无不有 |Ref:心焦血不足
卷舒莲叶终难湿 闲把桃花不不销 |Ref:去住云心一种闲
宴游穷至乐 歌思故京风 |Ref:谈笑毕良辰
好持扫罗荐 不解金玉篇 |Ref:香出鸳鸯热
君苗徒见爇 天德不闻茫 |Ref:谁咏士衡篇
关心珠玉曾无价 海眼金金空有名 |Ref:满手琼瑶更有光
人生苟如此 我死不可何 |Ref:何必组与珪
吾衰怯行迈 此事非所伸 |Ref:旅次展崩迫
气昏雨已过 心静月犹醒 |Ref:突兀山复出
置酒勿复道 琵歌不何人 |Ref:歌钟但相催
白莲塔向清泉锁 黄竹窗来白月开 |Ref:禅月堂临锦水开
何处未春先有思 几山一雨更无人 |Ref:柳条无力魏王堤
千载人空尽 千山日不多 |Ref:一家冤不移
主人频问遣妖术 不此无人不不年 |Ref:力尽计穷音响凄
四邻见疏木 万里闻阴枝 |Ref:万井度寒砧
好风初婉软 清月正含轻 |Ref:离思苦萦盈
阮咸贫去田园尽 陶与贫来不路多 |Ref:向秀归来父老稀
嗟尔石笋擅虚名 夜日松花来不迹 |Ref:后来未识犹骏奔
众饮不欢逃席酒 一言多喜与书衣 |Ref:独行无味放游缰
有山万丈高 有日一里声 |Ref:有江千里阔
邦人颂灵旗 不子不相筹 |Ref:侧听何洋洋
黄花不掇手 白日无相人 |Ref:战鼓遥相闻
况复空岩侧 何然不可隅 |Ref:苍苍幽桂期
洛友寂寂约 吴人无山游 |Ref:省骑霏霏尘
沧浪有钓叟 何得不无人 |Ref:吾与尔同归
羞将看花眼 惭欲见花头 |Ref:来入梵王宫
大阮今为郡 东山不是贫 |Ref:看君眼最青
日行几十里 不上不何年 |Ref:爱君此山村
倘遇鸾将鹤 应知凤作鱼 |Ref:谁论貂与蝉
轻轻须重不须轻 长把新风无已碧 |Ref:众木难成独早成
雄名不朽 下事无头 |Ref:奕叶而光
朝莺雪里新 春花出中春 |Ref:雪树眼前春
依依故国樊川恨 不向新山不水情 |Ref:半掩村桥半掩溪
岁寒坐流霰 春暮归生鸿 |Ref:山川犹别离
争得苍苍知有恨 不来无去是无人 |Ref:汝身成鹤我成仙
古壁仙人画 新来玉鸟花 |Ref:丹青尚有文
花脸云鬟坐玉楼 玉花月管晓云楼 |Ref:十三弦里一时愁
于时忽命驾 此日如人巡 |Ref:秋野正萧疏
新月隔林时 春风落风处 |Ref:千峰翠微里
八簋盈和 三方雅质 |Ref:六瑚登御
父子熙熙 鹰人其芃 |Ref:相宁以嬉
吾爱其风骨 其为不不心 |Ref:粹美无可拣
花枝荫我头 人叶满我头 |Ref:花蕊落我怀
春来津树合 日去海花流 |Ref:月落戍楼空
每因楼上西南望 犹向江中东北归 |Ref:始觉人间道路长
争知司马夫人妒 莫向君人不不知 |Ref:移到庭前便不开
初疑遇敌身启行 还如不身心不难 |Ref:终象由文士宪左
阔浮萍思远 静落竹难深 |Ref:寒入雁愁长
露槿月中落 风花雨上来 |Ref:风萤池上分
三人告母虽投杼 一得无人不不花 |Ref:百犬闻风只吠声
天命诚有集 古心岂无<unk> |Ref:王业初惟艰
优稳四皓官 不生三子子 |Ref:清崇三品列
一夕高楼月 千年万月风 |Ref:万里故园心
只将沧海月 犹向白山风 |Ref:长压赤城霞
仆人理车骑 此我在山头 |Ref:西出金光逵
感君一顾恩 白我不如情 |Ref:同来洛阳陌
十年飘泊如萍迹 一人无吟似水枝 |Ref:一度登临一怅神
卷幌书千帙 开帘酒一灯 |Ref:援琴酒百杯
孤舟汴河水 万里汉江水 |Ref:去国情无已
野客误桑麻 家人不不人 |Ref:从军带镆铘
新词欲咏知难咏 旧意不闻忆玉香 |Ref:说与双成入管弦
红颜怆为别 白发不相归 |Ref:白发始相逢
半面瘴烟色 高心江月声 |Ref:满衫乡泪痕
萧帝坏陵深虎迹 苍王今垒上龙声 |Ref:广师遗院闭松声
锵锵鸣玉动 野步入金来 |Ref:落落群松直
毁庙天飞雨 高兵日上龙 |Ref:焚宫火彻明
不知初点人何在 不是相人不不来 |Ref:只见当年火至今
积水綦文动 开山照影生 |Ref:因知玉产幽
寒光生露草 晓色入风花 |Ref:夕韵出风篁
洁妇怀明义 从人天天施 |Ref:从泛河之津
岸草歇可藉 山花飞可看 |Ref:径萝行可攀
钟嗄声飘驿 鸳干色落寒 |Ref:山顽气喷湖
空腹不得走 古心不相苔 |Ref:枕头须莫眠
差肩承诏旨 分步奉天文 |Ref:连署进封章
輶轩凤凰使 清子凤兰来 |Ref:林薮鹖鸡冠
我愿荐先生 君君出不名 |Ref:左右辅司牧
今朝一朵堕阶前 一向春花满一花 |Ref:应有看人怨孙秀
麦纸侵红点 花花绽翠枝 |Ref:兰灯焰碧高
家人皆伫立 何子独相去 |Ref:相候衡门里
荡漾空沙际 飘流不可中 |Ref:虚明入远天
委质小池内 不然何可间 |Ref:争食群鸡前
乐氏骑龙上碧天 九家金月下青春 |Ref:东吴遗宅尚依然
回车不自识 何日不何风 |Ref:君定送何人
多惭华省贵 不愧玉山生 |Ref:不以逐臣疏
芳草远迷扬子渡 绿花多见太王城 |Ref:宿烟深映广陵城
璧殿规宸象 金台献圣章 |Ref:金堤法斗枢
衰年病只瘦 素日病不生 |Ref:长夏想为情
帝曰更吾嗣 王君不以贤 |Ref:时哉忆圣唐
野菜连寒水 山人带晓云 |Ref:枯株簇古坟
虽至负乘寇 不能为天行 |Ref:初无挟术钻
倦寝意蒙昧 安心思崇茫 |Ref:强言声幽柔
诏谓将军拂绢素 书知与日入花衣 |Ref:意匠惨澹经营中
道心生向前朝寺 山日应前上夜人 |Ref:文思来因静夜楼
舍罪警风俗 山歌凌沧瀛 |Ref:流芳播沧瀛
不知叠嶂重霞里 空有孤人一月中 |Ref:更有何人度石桥
所亲问淹泊 何是一云躇 |Ref:泛爱惜衰朽
谁识雌雄九成律 谁人气气五龙台 |Ref:子乔丹井在深涯
暮烽玄菟急 秋风白狼迟 |Ref:秋草紫骝肥
维文应历 论武无纷 |Ref:神武弘宣
右军殁后欲何依 左里青声不不知 |Ref:只合随鸡逐鸭飞
无人说得中兴事 不得无来上酒人 |Ref:独倚斜晖忆仲宣
飞燕倚身轻 行人不不轻 |Ref:争人巧笑名
天下尽兵甲 君中无为名 |Ref:豺狼满中原
蟋蟀已惊良节度 萧萸犹见嘉风来 |Ref:茱萸偏忆故人期
神融蹑飞动 气气不不回 |Ref:战胜洗侵凌
卫青师自老 秋白日无人 |Ref:魏绛赏何功
北斗崇山挂 南山远路生 |Ref:南风涨海牵
阴沴皆电扫 天气不胡<unk> |Ref:幽妖亦雷驱
鸾影乍回头并举 龙声初落眼相归 |Ref:凤声初歇翅齐张
周王止化惟荆蛮 汉子何知多帝丘 |Ref:汉武凿远通孱颜
鸡人报晓传三唱 鹤客归春归一声 |Ref:玉井金床转辘轳
世如阅水应堪叹 身似如山不可知 |Ref:名是浮云岂足论
太室三招提 东门万里陆 |Ref:其趣皆不同
柳滴圆波生细浪 柳飞香树动残山 |Ref:梅含香艳吐轻风
翰林秉笔回英眄 玉水连楼列圣寥 |Ref:麟阁峥嵘谁可见
遥知秣陵令 不见旧陵台 |Ref:今夜在西楼
初筵临泛地 初阁下游天 |Ref:旧俗祓禳时
听讼不闻乌布帐 不时不见燕天城 |Ref:迎宾暂著紫绨裘
羞作济南生 感为心中去 |Ref:九十诵古文
翁居山下年空老 何向人中日不人 |Ref:我得人间事校多
万户千门迷步武 千山万里是行坤 |Ref:非烟非雾隔仪形
争夺至徒步 长生不不游 |Ref:块独委蓬蒿
何必见其面 不为不其心 |Ref:但在学其心
身稳心安眠未起 春花一月月空纷 |Ref:西京朝士得知无
露委花相妒 风堪叶树愁 |Ref:风欹柳不禁
安知草木性 不与白山心 |Ref:变在画师手
强扶柔态酒难醒 须向香光酒尚换 |Ref:殢著春风别有情
金马诏何晚 玉人心不春 |Ref:茂陵居近修
知君未转秦关骑 此日犹嘶渭上楼 |Ref:月照千门掩袖啼
簪缨固烦杂 衣气方闲全 |Ref:江海徒浩荡
天生众禽各有类 天子心为不无死 |Ref:威凤文章在仁义
山县绕古堞 水水入幽林 |Ref:悠悠快登望
道路先经毛竹岭 诗家先带号花人 |Ref:风烟渐近刺桐花
沿流路若穷 回日远山风 |Ref:及行路犹远
磊落见异人 而然知所足 |Ref:岂伊常情度
树影搜凉卧 人声落远归 |Ref:苔光破碧行
柳意不胜春 花花满新春 |Ref:岩光已知曙
烟香封药灶 花色入仙床 |Ref:泉冷洗茶瓯
幽虫乘叶过 野月落花来 |Ref:渴狖拥条看
皇皇紫微君 天子白天人 |Ref:左右皆灵娥
雅望期三入 高山日万寻 |Ref:东山未可寻
东川八十家 西日一相花 |Ref:冤愤一言伸
